,Unnamed: 0,AC_AREA,CLOUD_SCORE,COVERAGE_SCORE,Country,DATE,DGO_FID,ID_AOI_all,MEAN_AC_MNDWI,MEAN_AC_NDVI,MEAN_MNDWI,MEAN_NDVI,MEAN_VEGETATION_MNDWI,MEAN_VEGETATION_NDVI,MEAN_WATER_MNDWI,POI_ID,SCALE,VEGETATION_AREA,VEGETATION_PERIMETER,VEGETATION_POLYGONS,VEGETATION_POLYGONS_p0,VEGETATION_POLYGONS_p10,VEGETATION_POLYGONS_p100,VEGETATION_POLYGONS_p20,VEGETATION_POLYGONS_p30,VEGETATION_POLYGONS_p40,VEGETATION_POLYGONS_p50,VEGETATION_POLYGONS_p60,VEGETATION_POLYGONS_p70,VEGETATION_POLYGONS_p80,VEGETATION_POLYGONS_p90,WATER_AREA,WATER_PERIMETER,WATER_POLYGONS,WATER_POLYGONS_p0,WATER_POLYGONS_p10,WATER_POLYGONS_p100,WATER_POLYGONS_p20,WATER_POLYGONS_p30,WATER_POLYGONS_p40,WATER_POLYGONS_p50,WATER_POLYGONS_p60,WATER_POLYGONS_p70,WATER_POLYGONS_p80,WATER_POLYGONS_p90,length
0,0,911.0,0.0,100.0,FRA,2020-01-02,FRA36,100FRA,-0.0115597780739947,0.0725019066118118,-0.1612386779229604,0.2032353260765865,-0.2806036584164741,0.3189927523346014,0.0290384042415824,FRA36,10,992.0,4047.5034362427546,4,18.0,18.0,475.0,18.0,205.0,205.0,249.5,294.0,294.0,475.0,475.0,856.0,2855.030268577539,1,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,820
1,1,901.0,0.0,100.0,FRA,2020-01-02,FRA36,100FRA,0.0014572602755155,0.0689352992189873,-0.1526245109503545,0.201161108930293,-0.2813726378194272,0.3214864176736778,0.0392263948300864,FRA36,10,963.0,3992.63286416621,4,17.0,17.0,462.0,17.0,204.0,204.0,242.0,280.0,280.0,462.0,462.0,869.0,2838.369442230708,1,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,820
2,2,689.0,0.0,100.0,FRA,2020-01-12,FRA36,100FRA,-0.1059403606504752,0.0561650265242881,-0.2632309923413659,0.2632045699880824,-0.354575132230803,0.3833946886919437,-0.0926819406545032,FRA36,10,1131.0,4013.2696068150567,3,19.0,19.0,638.0,19.0,19.0,474.0,474.0,474.0,638.0,638.0,638.0,657.0,2902.965379909277,1,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,820
3,3,783.0,0.0,100.0,FRA,2020-01-25,FRA36,100FRA,-0.1383387272018468,0.077381929416954,-0.3046333672647019,0.20834281219091,-0.4288867097672876,0.3043762080381565,-0.0749300075506983,FRA36,10,1049.0,3911.7227635623135,4,8.0,8.0,419.0,8.0,257.0,257.0,311.0,365.0,365.0,419.0,419.0,458.0,2057.922251495127,1,458.0,458.0,458.0,458.0,458.0,458.0,458.0,458.0,458.0,458.0,458.0,820
4,4,792.0,0.0,100.0,FRA,2020-01-25,FRA36,100FRA,-0.1293852095170725,0.0823587805022177,-0.284339113118817,0.2064780365432918,-0.4001832750424349,0.2990685294618475,-0.0683825988899231,FRA36,10,1042.0,3876.923813734007,4,6.0,6.0,423.0,6.0,255.0,255.0,306.5,358.0,358.0,423.0,423.0,462.0,2048.1560764181177,1,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,462.0,820
5,5,835.0,0.0,100.0,FRA,2020-01-27,FRA36,100FRA,-0.1134923639714926,0.1030194124633775,-0.2321017774207593,0.2014370180986009,-0.324665523106032,0.276371828059566,-0.0297066254134546,FRA36,10,1060.0,3952.3734950082608,4,10.0,10.0,466.0,10.0,256.0,256.0,292.0,328.0,328.0,466.0,466.0,299.0,1890.27425200297,3,26.0,26.0,213.0,26.0,26.0,60.0,60.0,60.0,213.0,213.0,213.0,820
6,6,902.0,0.0,100.0,FRA,2020-01-30,FRA36,100FRA,-0.1530406560316655,0.0773423984090595,-0.289998660881909,0.1861164469661896,-0.4137956775178302,0.2857355923506116,-0.0934946015547703,FRA36,10,981.0,3880.762360906196,4,4.0,4.0,425.0,4.0,248.0,248.0,276.0,304.0,304.0,425.0,425.0,550.0,2108.2229537276885,1,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,820
7,7,925.0,0.0,100.0,FRA,2020-01-30,FRA36,100FRA,-0.1413383456137931,0.079830932154745,-0.274370939373243,0.1832684563669223,-0.3994645384593384,0.2833332926000448,-0.084314325453348,FRA36,10,967.0,3842.49242439324,4,5.0,5.0,427.0,5.0,245.0,245.0,267.5,290.0,290.0,427.0,427.0,569.0,2113.912616769447,1,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,820
8,8,766.0,0.0,100.0,FRA,2020-02-04,FRA36,100FRA,-0.1285213417472155,0.0595197212934787,-0.3603816699041314,0.2311076913789769,-0.5292635392366406,0.3535581510482088,-0.0430455665714514,FRA36,10,1046.0,3908.63973192468,4,6.0,6.0,421.0,6.0,265.0,265.0,309.5,354.0,354.0,421.0,421.0,429.0,2055.354886826008,1,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,820
9,9,769.0,0.0,100.0,FRA,2020-02-04,FRA36,100FRA,-0.1209670226085366,0.0605573195320347,-0.3427888639138094,0.2278544361078057,-0.50446902401045,0.3470388764127505,-0.0427980149459747,FRA36,10,1051.0,3928.669417359103,4,8.0,8.0,426.0,8.0,267.0,267.0,308.5,350.0,350.0,426.0,426.0,447.0,2006.354197104436,1,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,820
10,10,830.0,0.0,100.0,FRA,2020-02-09,FRA36,100FRA,-0.0778105084775985,0.0471100375732354,-0.2574567181453712,0.1877042346467874,-0.4100576002019139,0.3061703520247575,-0.023855747905679,FRA36,10,980.0,3831.532448055653,4,6.0,6.0,429.0,6.0,240.0,240.0,272.5,305.0,305.0,429.0,429.0,602.0,2180.483523796982,1,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,602.0,820
11,11,835.0,0.0,100.0,FRA,2020-02-09,FRA36,100FRA,-0.0741125081825569,0.0521502052652599,-0.2456464545988324,0.1877625664879214,-0.3965720000552493,0.3067379707275693,-0.014139974165937,FRA36,10,963.0,3897.0553784147937,4,5.0,5.0,429.0,5.0,238.0,238.0,264.5,291.0,291.0,429.0,429.0,586.0,2129.148269969512,1,586.0,586.0,586.0,586.0,586.0,586.0,586.0,586.0,586.0,586.0,586.0,820
12,12,770.0,0.0,100.0,FRA,2020-02-14,FRA36,100FRA,-0.1377996564131498,0.0600261834216468,-0.3588693263856345,0.2270333710583355,-0.5213224821571395,0.34899698366949,-0.0776460283416234,FRA36,10,1033.0,3753.6626956618,3,259.0,259.0,423.0,259.0,259.0,351.0,351.0,351.0,423.0,423.0,423.0,491.0,2030.5476377620632,1,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,820
13,13,754.0,0.0,100.0,FRA,2020-02-14,FRA36,100FRA,-0.1260513552747131,0.0561448140651969,-0.3497543461589393,0.2267389914616944,-0.5122858557567456,0.3501436645231752,-0.0778680238917182,FRA36,10,1030.0,3883.705922936051,4,4.0,4.0,422.0,4.0,254.0,254.0,302.0,350.0,350.0,422.0,422.0,526.0,2070.5328334396017,1,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,526.0,820
14,14,776.0,0.0,100.0,FRA,2020-02-19,FRA36,100FRA,-0.1603493607874506,0.0564584665731718,-0.3859722015096599,0.2283182227927406,-0.5551454721796759,0.3556031139935027,-0.0992851182133422,FRA36,10,1026.0,3824.6664774402143,4,6.0,6.0,447.0,6.0,243.0,243.0,286.5,330.0,330.0,447.0,447.0,500.0,2034.8767079200784,1,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,820
15,15,775.0,0.0,100.0,FRA,2020-02-19,FRA36,100FRA,-0.1575256261699183,0.0574708934729802,-0.373793892429731,0.2250815539391572,-0.5404663445869383,0.3514755279142825,-0.0978940408442858,FRA36,10,1013.0,3832.685545737416,4,3.0,3.0,436.0,3.0,248.0,248.0,287.0,326.0,326.0,436.0,436.0,491.0,2021.3617452500405,1,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,491.0,820
16,16,791.0,0.0,100.0,FRA,2020-02-19,FRA36,100FRA,-0.155210812205629,0.0564127347124184,-0.3669521599816746,0.2178747706391098,-0.5316868598155589,0.3420258234916698,-0.0976326668070814,FRA36,10,1009.0,3829.447401742967,4,3.0,3.0,439.0,3.0,242.0,242.0,283.5,325.0,325.0,439.0,439.0,531.0,2119.671566148927,1,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,531.0,820
17,17,785.0,0.0,100.0,FRA,2020-02-19,FRA36,100FRA,-0.1466735582191768,0.0513480449961514,-0.360335555808293,0.217303655232597,-0.5287234262475458,0.3465171895438709,-0.0962528575733677,FRA36,10,998.0,3839.437514517046,4,1.0,1.0,434.0,1.0,247.0,247.0,281.5,316.0,316.0,434.0,434.0,547.0,2078.4673933752,1,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,820
18,18,794.0,0.0,100.0,FRA,2020-02-24,FRA36,100FRA,-0.1374598416314638,0.0492321206575486,-0.3617464002802293,0.2159106681931727,-0.5398713839344152,0.3468583996035176,-0.0754066527971251,FRA36,10,997.0,3856.3374201978936,3,266.0,266.0,381.0,266.0,266.0,350.0,350.0,350.0,381.0,381.0,381.0,538.0,2081.297193585113,1,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,538.0,820
19,19,788.0,0.0,100.0,FRA,2020-02-24,FRA36,100FRA,-0.1337944652831195,0.0460670685931289,-0.3599697755733493,0.2173219469898308,-0.5411626438589874,0.3528160228460721,-0.0800421902069701,FRA36,10,988.0,3780.587239680332,3,264.0,264.0,382.0,264.0,264.0,342.0,342.0,342.0,382.0,382.0,382.0,552.0,2118.238159279781,1,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,820
20,20,821.0,0.0,100.0,FRA,2020-03-07,FRA36,100FRA,-0.1219620250111233,0.0460387325390901,-0.3217058703747098,0.2020054574396862,-0.4917603275674979,0.3330945023600097,-0.0680935062178981,FRA36,10,969.0,3839.569437797246,4,1.0,1.0,419.0,1.0,240.0,240.0,274.5,309.0,309.0,419.0,419.0,577.0,2132.0879760504417,1,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,820
21,21,805.0,0.0,100.0,FRA,2020-03-07,FRA36,100FRA,-0.1224178371006034,0.0480065965747092,-0.3237812014648288,0.2057146539976813,-0.4880026662683437,0.3331903229344491,-0.0693595073927252,FRA36,10,987.0,3799.62874732351,3,252.0,252.0,428.0,252.0,252.0,307.0,307.0,307.0,428.0,428.0,428.0,569.0,2163.375222465863,1,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,569.0,820
22,22,889.0,0.0,100.0,FRA,2020-03-10,FRA36,100FRA,-0.1167133636793051,0.0658771021096249,-0.2625235691138223,0.1689064719999771,-0.4058173161096653,0.2686306857760455,-0.0528944820539532,FRA36,10,939.0,3720.339660476971,3,234.0,234.0,397.0,234.0,234.0,308.0,308.0,308.0,397.0,397.0,397.0,595.0,2117.7595327971053,1,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,820
23,23,926.0,0.0,100.0,FRA,2020-03-10,FRA36,100FRA,-0.112558071870502,0.0749135184954043,-0.2379187000918065,0.1642420091685892,-0.3704484126364252,0.2560958818550418,-0.0501036766873835,FRA36,10,930.0,3770.5916865705376,3,233.0,233.0,398.0,233.0,233.0,299.0,299.0,299.0,398.0,398.0,398.0,609.0,2218.2641805378203,1,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,609.0,820
24,24,883.0,0.0,100.0,FRA,2020-03-12,FRA36,100FRA,-0.1188489487654022,0.0242371782829841,-0.2897547232880888,0.1572246780533099,-0.4603134936332685,0.2874440982853592,-0.0645071681044256,FRA36,10,921.0,3671.0313866103056,3,230.0,230.0,402.0,230.0,230.0,289.0,289.0,289.0,402.0,402.0,402.0,684.0,2280.3539257374464,1,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,820
25,25,843.0,0.0,100.0,FRA,2020-03-12,FRA36,100FRA,-0.1273961220016951,0.0265434961847013,-0.3134809661380957,0.1705560495308051,-0.4836919669600321,0.2994430497274171,-0.0682454314874233,FRA36,10,949.0,3705.147635884788,3,233.0,233.0,417.0,233.0,233.0,299.0,299.0,299.0,417.0,417.0,417.0,641.0,2281.96347087112,1,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,820
26,26,775.0,0.0,100.0,FRA,2020-04-04,FRA36,100FRA,-0.1298638331718898,0.0624339633443725,-0.3273331651646047,0.225693084561911,-0.4767069263009874,0.3474529635023049,-0.0726038644977384,FRA36,10,1018.0,3969.3710958863617,3,5.0,5.0,641.0,5.0,5.0,372.0,372.0,372.0,641.0,641.0,641.0,480.0,2071.7428488477085,1,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,820
27,27,781.0,0.0,100.0,FRA,2020-04-04,FRA36,100FRA,-0.1281841753740796,0.0551808205366213,-0.3347736399221578,0.2271141218749781,-0.4953373160331662,0.3572296834566177,-0.0689092970758607,FRA36,10,1010.0,3938.594244553008,3,1.0,1.0,641.0,1.0,1.0,368.0,368.0,368.0,641.0,641.0,641.0,515.0,2062.20877658422,1,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,820
28,28,795.0,0.0,100.0,FRA,2020-04-06,FRA36,100FRA,-0.1461896196153207,0.0598646417712909,-0.3339346579475398,0.2219050259917881,-0.481435868761792,0.3470868104448444,-0.0861982757663432,FRA36,10,1010.0,3905.39484445025,4,6.0,6.0,441.0,6.0,255.0,255.0,281.5,308.0,308.0,441.0,441.0,515.0,2056.5546419715706,1,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,820
29,29,771.0,0.0,100.0,FRA,2020-04-06,FRA36,100FRA,-0.1419785275997054,0.0539470920072126,-0.3403950441375157,0.2251203590395122,-0.4925919554745138,0.3540347619424175,-0.0872389794405975,FRA36,10,1007.0,3848.760098823304,4,2.0,2.0,433.0,2.0,258.0,258.0,286.0,314.0,314.0,433.0,433.0,520.0,2063.405311724584,1,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,820
30,30,754.0,0.0,100.0,FRA,2020-04-09,FRA36,100FRA,-0.1276662763508353,0.0608607221193336,-0.3296760600298775,0.2437959092750297,-0.4765651063063495,0.3747909468919406,-0.0697827277255107,FRA36,10,1034.0,4008.409815596285,3,9.0,9.0,609.0,9.0,9.0,416.0,416.0,416.0,609.0,609.0,609.0,483.0,2043.4663093072245,1,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,820
31,31,756.0,0.0,100.0,FRA,2020-04-09,FRA36,100FRA,-0.1211230460481135,0.0519808132059193,-0.3365438715320917,0.2456884020726269,-0.492238947073507,0.3853543188995392,-0.0686550866769276,FRA36,10,1033.0,3999.578524353721,4,7.0,7.0,418.0,7.0,270.0,270.0,304.0,338.0,338.0,418.0,418.0,518.0,2065.285053484741,1,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,518.0,820
32,32,740.0,0.0,100.0,FRA,2020-04-11,FRA36,100FRA,-0.1091628314305161,0.0552125592000751,-0.3149914921422792,0.2535605979250498,-0.458687503656159,0.3891389270971158,-0.0578933238917358,FRA36,10,1055.0,3961.518168124997,4,8.0,8.0,429.0,8.0,275.0,275.0,309.0,343.0,343.0,429.0,429.0,505.0,2066.3972545350666,1,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,820
33,33,735.0,0.0,100.0,FRA,2020-04-11,FRA36,100FRA,-0.1067073341870053,0.0501015567466699,-0.3198142072308985,0.2556730308445351,-0.465059786717335,0.3937248622333811,-0.0609373908726965,FRA36,10,1061.0,3925.632537451179,3,8.0,8.0,618.0,8.0,8.0,435.0,435.0,435.0,618.0,618.0,618.0,515.0,2122.1174220133576,1,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,515.0,820
34,34,707.0,0.0,100.0,FRA,2020-04-14,FRA36,100FRA,-0.1063962485722467,0.0632192126114136,-0.3172254733267374,0.2791058259143663,-0.446571157139215,0.4088954140299242,-0.058136687677198,FRA36,10,1111.0,4121.038100011152,2,444.0,444.0,667.0,444.0,444.0,444.0,555.5,667.0,667.0,667.0,667.0,448.0,2014.1901890860747,1,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,820
35,35,712.0,0.0,100.0,FRA,2020-04-14,FRA36,100FRA,-0.1016982216810695,0.054095777297786,-0.3240610397882407,0.2817023133591556,-0.4683761910154699,0.4284022878693552,-0.0535849743054225,FRA36,10,1074.0,4081.629774328153,3,14.0,14.0,652.0,14.0,14.0,408.0,408.0,408.0,652.0,652.0,652.0,483.0,1988.5356023834408,1,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,820
36,36,623.0,0.0,100.0,FRA,2020-04-24,FRA36,100FRA,-0.0592177605861546,0.0588904704587327,-0.2896999261556907,0.3488425442748685,-0.407063928029313,0.4956051747486873,-0.0283078169816762,FRA36,10,1165.0,4025.074241209141,2,480.0,480.0,685.0,480.0,480.0,480.0,582.5,685.0,685.0,685.0,685.0,457.0,2062.919097292022,1,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,457.0,820
37,37,632.0,0.0,100.0,FRA,2020-04-24,FRA36,100FRA,-0.0532472762282694,0.0547958099248015,-0.2886020951872888,0.3500484517467958,-0.4103377175301045,0.5022144133287186,-0.0199867565549666,FRA36,10,1162.0,4128.240444193599,2,477.0,477.0,685.0,477.0,477.0,477.0,581.0,685.0,685.0,685.0,685.0,469.0,2058.417944564302,1,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,820
38,38,639.0,0.0,100.0,FRA,2020-04-26,FRA36,100FRA,-0.0442207808203212,0.0523572081407678,-0.2602168529456509,0.3449735182100652,-0.3701846551712747,0.4917279292848405,-0.0156049587626629,FRA36,10,1179.0,4005.8476784499135,2,548.0,548.0,631.0,548.0,548.0,548.0,589.5,631.0,631.0,631.0,631.0,501.0,2049.1275361188736,1,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,820
39,39,631.0,0.0,100.0,FRA,2020-04-26,FRA36,100FRA,-0.0417802380185358,0.0431229255656421,-0.2663455441967942,0.348552694611548,-0.3847016646354538,0.5077029710577213,-0.012724946394887,FRA36,10,1154.0,3976.946267781997,2,539.0,539.0,615.0,539.0,539.0,539.0,577.0,615.0,615.0,615.0,615.0,501.0,2072.354747724327,1,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,820
40,40,611.0,0.0,100.0,FRA,2020-04-29,FRA36,100FRA,-0.0436918737979544,0.0516132229633225,-0.3048012872211854,0.3864177788400357,-0.4315155338868871,0.5483292113109803,-0.0147299241974797,FRA36,10,1183.0,4032.428463822304,2,529.0,529.0,654.0,529.0,529.0,529.0,591.5,654.0,654.0,654.0,654.0,465.0,2074.9308239680304,1,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,820
41,41,613.0,0.0,100.0,FRA,2020-04-29,FRA36,100FRA,-0.0401865640216757,0.0450258100061132,-0.3063250605113797,0.3875033758521866,-0.4411911885111688,0.5607146143860977,-0.0081127548264686,FRA36,10,1166.0,4026.1699575384255,2,522.0,522.0,644.0,522.0,522.0,522.0,583.0,644.0,644.0,644.0,644.0,465.0,2021.7657930914067,1,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,465.0,820
42,42,595.0,0.0,100.0,FRA,2020-05-04,FRA36,100FRA,-0.0248346720622633,0.0487913676081143,-0.297415579011382,0.3990780689322654,-0.4277415279813628,0.5663632278158364,0.0019679589659955,FRA36,10,1185.0,4018.861658368113,2,489.0,489.0,696.0,489.0,489.0,489.0,592.5,696.0,696.0,696.0,696.0,453.0,2025.797793323892,1,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,820
43,43,607.0,0.0,100.0,FRA,2020-05-04,FRA36,100FRA,-0.0176482895625257,0.0361292394394427,-0.2956883927892285,0.3954008290421748,-0.4303192143553171,0.5702479627215696,0.0105464330152445,FRA36,10,1182.0,4004.646432594052,2,495.0,495.0,687.0,495.0,495.0,495.0,591.0,687.0,687.0,687.0,687.0,482.0,2019.0126105246743,1,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,820
44,44,590.0,0.0,100.0,FRA,2020-05-06,FRA36,100FRA,-0.0407281692425507,0.0252821427888449,-0.3119747785026775,0.3922577430612017,-0.4391279859758759,0.5644594362100243,-0.0161675736003446,FRA36,10,1194.0,4003.824294170895,2,556.0,556.0,638.0,556.0,556.0,556.0,597.0,638.0,638.0,638.0,638.0,476.0,2006.5335379664973,1,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,476.0,820
45,45,598.0,0.0,100.0,FRA,2020-05-06,FRA36,100FRA,-0.0394720933656651,0.0307816535776511,-0.3091463406425005,0.3932594579822293,-0.4379498900903151,0.5678031781349989,-0.0139439315792405,FRA36,10,1182.0,3992.935214756652,2,552.0,552.0,630.0,552.0,552.0,552.0,591.0,630.0,630.0,630.0,630.0,469.0,2049.887471662187,1,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,820
46,46,631.0,0.0,100.0,FRA,2020-05-14,FRA36,100FRA,-0.0049587435018672,0.0499653364836423,-0.2768440876742071,0.390242428323491,-0.4172213623303304,0.5662567259333908,0.0232739598490097,FRA36,10,1153.0,3991.8208566380654,2,468.0,468.0,685.0,468.0,468.0,468.0,576.5,685.0,685.0,685.0,685.0,469.0,2090.0671829413614,1,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,469.0,820
47,47,638.0,0.0,100.0,FRA,2020-05-14,FRA36,100FRA,0.0069776210538865,0.0295187285878078,-0.2896737709684023,0.3933882698385574,-0.4537552685617168,0.5958820964794227,0.0309799898578005,FRA36,10,1121.0,4022.842926735212,3,17.0,17.0,681.0,17.0,17.0,423.0,423.0,423.0,681.0,681.0,681.0,502.0,2063.967616612222,1,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,820
48,48,625.0,0.0,100.0,FRA,2020-05-21,FRA36,100FRA,-0.0690430320925794,0.0324569387693868,-0.2985354884778398,0.385457354248384,-0.4140693135373909,0.5628202882822917,-0.0487255880382466,FRA36,10,1172.0,4012.0942722767504,2,496.0,496.0,676.0,496.0,496.0,496.0,586.0,676.0,676.0,676.0,676.0,516.0,2018.5150425040367,1,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,516.0,820
49,49,617.0,0.0,100.0,FRA,2020-05-21,FRA36,100FRA,-0.0636751856346771,0.0227623744761044,-0.2990784995707735,0.3846048785735326,-0.4197490200574758,0.5704016861418187,-0.0468773740210339,FRA36,10,1158.0,4039.980979668032,2,491.0,491.0,667.0,491.0,491.0,491.0,579.0,667.0,667.0,667.0,667.0,520.0,2054.596643952861,1,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,820
50,50,597.0,0.0,100.0,FRA,2020-05-26,FRA36,100FRA,-0.0882365695419862,0.0452923891432066,-0.3158388633047917,0.4028988101871494,-0.426221717425717,0.5773965302499215,-0.0710429951762526,FRA36,10,1179.0,4007.5635900670704,2,533.0,533.0,646.0,533.0,533.0,533.0,589.5,646.0,646.0,646.0,646.0,483.0,2010.9472652950435,1,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,483.0,820
51,51,623.0,0.0,100.0,FRA,2020-05-26,FRA36,100FRA,-0.0863749513002967,0.0322484423325654,-0.3199723987118983,0.4000824321727898,-0.4402563554991188,0.5900751812877694,-0.0665828601108094,FRA36,10,1156.0,3986.216603924732,2,517.0,517.0,639.0,517.0,517.0,517.0,578.0,639.0,639.0,639.0,639.0,502.0,2071.360878723452,1,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,502.0,820
52,52,608.0,37.0,100.0,FRA,2020-05-31,FRA36,100FRA,0.0245988604365165,0.0337789366853658,-0.1907636709503648,0.3704451872456715,-0.2967001864549916,0.5359516409529613,0.0432249045073413,FRA36,10,1178.0,3949.9785095740112,2,496.0,496.0,682.0,496.0,496.0,496.0,589.0,682.0,682.0,682.0,682.0,533.0,2047.980622632493,1,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,533.0,820
53,53,594.0,40.0,100.0,FRA,2020-05-31,FRA36,100FRA,0.0203398965456184,-0.0010324609479322,-0.210338772516976,0.3684728419959208,-0.3268731761531595,0.556658112195523,0.0307668170584601,FRA36,10,1160.0,3937.086072574226,2,487.0,487.0,673.0,487.0,487.0,487.0,580.0,673.0,673.0,673.0,673.0,548.0,2036.6840871853733,1,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,820
54,54,608.0,6.0,100.0,FRA,2020-06-03,FRA36,100FRA,-0.030928575742264,0.0438805087043293,-0.2575996890521349,0.4009844626491101,-0.3712947212569446,0.5791947441717479,-0.0163487174503653,FRA36,10,1166.0,3963.0049606507023,2,511.0,511.0,655.0,511.0,511.0,511.0,583.0,655.0,655.0,655.0,655.0,524.0,2043.945569238873,1,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,524.0,820
55,55,601.0,21.0,100.0,FRA,2020-06-03,FRA36,100FRA,-0.0244930442099429,0.0367405890604357,-0.2570319958650584,0.4017667593779791,-0.3754465685889556,0.5880455443473412,-0.0099385568526797,FRA36,10,1154.0,3987.4745890494255,2,507.0,507.0,647.0,507.0,507.0,507.0,577.0,647.0,647.0,647.0,647.0,522.0,2061.78201541402,1,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,522.0,820
56,56,627.0,0.0,100.0,FRA,2020-06-10,FRA36,100FRA,0.0164193300496697,0.0198472054317928,-0.2327707610393397,0.3980942928268619,-0.361761877358897,0.5936378346173257,0.0286855271073584,FRA36,10,1151.0,3995.078386800936,2,496.0,496.0,655.0,496.0,496.0,496.0,575.5,655.0,655.0,655.0,655.0,547.0,2069.0314135506155,1,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,547.0,820
57,57,621.0,1.0,100.0,FRA,2020-06-10,FRA36,100FRA,0.032837668168694,-0.0035084861017109,-0.2323626712629244,0.3962545841954097,-0.3711477860113115,0.6077049760913775,0.0466766010934673,FRA36,10,1144.0,4066.473484397178,2,493.0,493.0,651.0,493.0,493.0,493.0,572.0,651.0,651.0,651.0,651.0,546.0,2053.6399017807425,1,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,546.0,820
