,Unnamed: 0,AC_AREA,CLOUD_SCORE,COVERAGE_SCORE,Country,DATE,DGO_FID,ID_AOI_all,MEAN_AC_MNDWI,MEAN_AC_NDVI,MEAN_MNDWI,MEAN_NDVI,MEAN_VEGETATION_MNDWI,MEAN_VEGETATION_NDVI,MEAN_WATER_MNDWI,POI_ID,SCALE,VEGETATION_AREA,VEGETATION_PERIMETER,VEGETATION_POLYGONS,VEGETATION_POLYGONS_p0,VEGETATION_POLYGONS_p10,VEGETATION_POLYGONS_p100,VEGETATION_POLYGONS_p20,VEGETATION_POLYGONS_p30,VEGETATION_POLYGONS_p40,VEGETATION_POLYGONS_p50,VEGETATION_POLYGONS_p60,VEGETATION_POLYGONS_p70,VEGETATION_POLYGONS_p80,VEGETATION_POLYGONS_p90,WATER_AREA,WATER_PERIMETER,WATER_POLYGONS,WATER_POLYGONS_p0,WATER_POLYGONS_p10,WATER_POLYGONS_p100,WATER_POLYGONS_p20,WATER_POLYGONS_p30,WATER_POLYGONS_p40,WATER_POLYGONS_p50,WATER_POLYGONS_p60,WATER_POLYGONS_p70,WATER_POLYGONS_p80,WATER_POLYGONS_p90,length
2449,2449,285.0,0.0,100.0,FRA,2020-10-16,FRA46,81FRA,-0.1770097043093157,0.0694396090284362,-0.4314226455817976,0.4513377269299862,-0.475674568956524,0.5195425441959223,-0.1203911433687755,FRA46,10,1489.0,3325.7655591311373,1,1489.0,1489.0,1489.0,1489.0,1489.0,1489.0,1489.0,1489.0,1489.0,1489.0,1489.0,26.0,321.89649263738573,2,9.0,9.0,17.0,9.0,9.0,9.0,13.0,17.0,17.0,17.0,17.0,920
2450,2450,455.0,0.0,100.0,FRA,2021-01-24,FRA46,81FRA,-0.0207819913168611,-0.0004332421562177,-0.424147175776894,0.350052634486286,-0.5533428208038376,0.461129122404084,0.1517996562823707,FRA46,10,1344.0,3722.827547880289,1,1344.0,1344.0,1344.0,1344.0,1344.0,1344.0,1344.0,1344.0,1344.0,1344.0,1344.0,142.0,1199.6575440939707,4,9.0,9.0,74.0,9.0,20.0,20.0,29.5,39.0,39.0,74.0,74.0,920
2451,2451,443.0,0.0,100.0,FRA,2021-03-08,FRA46,81FRA,-0.1856901178579292,0.1140345918269633,-0.3435779197744629,0.2821420963833487,-0.3843123992506822,0.3258798873945052,-0.0899372520652309,FRA46,10,1409.0,3475.727282328721,1,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,1409.0,18.0,266.2363091516026,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,920
2452,2452,343.0,0.0,100.0,FRA,2021-05-24,FRA46,81FRA,-0.0759800928209603,0.0139767487886452,-0.3679923416235757,0.4529512886307403,-0.4265029960577909,0.5435494884778802,0.0278865164211758,FRA46,10,1458.0,3452.319289810382,1,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,1458.0,109.0,960.2516630398652,4,9.0,9.0,67.0,9.0,15.0,15.0,16.5,18.0,18.0,67.0,67.0,920
2453,2453,346.0,0.0,100.0,FRA,2021-05-24,FRA46,81FRA,-0.0733319436182154,-0.0077410271452196,-0.3902489635604613,0.4646469352892478,-0.457055196157125,0.5658741488807658,-0.0021545935634112,FRA46,10,1447.0,3477.7995005081243,1,1447.0,1447.0,1447.0,1447.0,1447.0,1447.0,1447.0,1447.0,1447.0,1447.0,1447.0,159.0,1229.6591644477758,5,9.0,9.0,94.0,9.5,10.0,14.0,18.0,23.0,28.0,61.0,94.0,920
2454,2454,297.0,0.0,100.0,FRA,2020-05-07,FRA46,81FRA,-0.1492847688696622,0.0806598603558706,-0.3753550373857693,0.4279217584844929,-0.41209543360706,0.4881430117525193,-0.1776167612622872,FRA46,10,1497.0,3162.38123751219,1,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,1497.0,10.0,159.0130437717072,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,920
2455,2455,490.0,0.0,100.0,FRA,2021-02-26,FRA46,81FRA,-0.0983105388898558,0.0912084143543076,-0.2547479676702333,0.2474095277808343,-0.3083327536151421,0.3002934469723003,0.0193238838307292,FRA46,10,1340.0,3747.927326042499,2,278.0,278.0,1062.0,278.0,278.0,278.0,670.0,1062.0,1062.0,1062.0,1062.0,87.0,825.6975460044519,3,10.0,10.0,43.0,10.0,10.0,34.0,34.0,34.0,43.0,43.0,43.0,920
2456,2456,495.0,0.0,100.0,FRA,2021-02-26,FRA46,81FRA,-0.1012791317587501,0.0952818825959636,-0.2507984499236423,0.2453133608429425,-0.3012982718040591,0.2950520330762175,0.020801713691741,FRA46,10,1349.0,3789.922138724033,1,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,82.0,806.0707802338866,3,10.0,10.0,42.0,10.0,10.0,30.0,30.0,30.0,42.0,42.0,42.0,920
2457,2457,492.0,0.0,100.0,FRA,2021-02-26,FRA46,81FRA,-0.103154002022733,0.0960761147126457,-0.2519227796556842,0.2454154600727555,-0.3020111808141204,0.2947730232385515,0.019940305951446,FRA46,10,1349.0,3789.922138724033,1,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,1349.0,78.0,799.1587490840532,3,10.0,10.0,38.0,10.0,10.0,30.0,30.0,30.0,38.0,38.0,38.0,920
2458,2458,394.0,4.0,100.0,FRA,2021-05-17,FRA46,81FRA,0.1683818090524219,-0.0453123089437373,-0.2984983014351937,0.4469661665481491,-0.4163561646846614,0.572308422491486,0.2033263821578601,FRA46,10,1395.0,3581.332844482037,1,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,1395.0,288.0,1395.8742438025115,3,10.0,10.0,243.0,10.0,10.0,35.0,35.0,35.0,243.0,243.0,243.0,920
2459,2459,353.0,0.0,100.0,FRA,2020-04-09,FRA46,81FRA,-0.1912342035890446,0.1009189667857759,-0.3814115562764612,0.3447986196733167,-0.4152235869538667,0.3931806044620402,-0.2141858186998385,FRA46,10,1480.0,3277.884211773115,1,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,1480.0,11.0,131.24636780303737,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,920
2460,2460,312.0,0.0,100.0,FRA,2020-11-05,FRA46,81FRA,-0.1960332863717665,0.065929316685583,-0.4461348042816769,0.4331592443367519,-0.4933686359250863,0.5047283614952499,-0.1467082066981202,FRA46,10,1471.0,3419.342891742765,1,1471.0,1471.0,1471.0,1471.0,1471.0,1471.0,1471.0,1471.0,1471.0,1471.0,1471.0,26.0,304.8614736013382,2,11.0,11.0,15.0,11.0,11.0,11.0,13.0,15.0,15.0,15.0,15.0,920
2461,2461,312.0,0.0,100.0,FRA,2020-11-05,FRA46,81FRA,-0.1948290609734913,0.0650960721488051,-0.4536696679196492,0.438307427630507,-0.5023844258480954,0.5107672694660961,-0.1438436760535632,FRA46,10,1472.0,3431.060035465724,1,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,1472.0,27.0,312.5017901558492,2,11.0,11.0,16.0,11.0,11.0,11.0,13.5,16.0,16.0,16.0,16.0,920
2462,2462,455.0,0.0,100.0,FRA,2020-02-12,FRA46,81FRA,-0.1561238624262251,0.1141538870189821,-0.4079117940125712,0.3076070956004586,-0.471567674942193,0.3553752145970766,-0.0820839023320922,FRA46,10,1435.0,3565.225870016261,1,1435.0,1435.0,1435.0,1435.0,1435.0,1435.0,1435.0,1435.0,1435.0,1435.0,1435.0,32.0,491.7409269397537,2,12.0,12.0,20.0,12.0,12.0,12.0,16.0,20.0,20.0,20.0,20.0,920
2463,2463,509.0,0.0,100.0,FRA,2020-02-12,FRA46,81FRA,-0.1453988516301372,0.1240764703333554,-0.327031896030466,0.2705167367153012,-0.3799287637757699,0.3107776077956216,-0.0426159410263357,FRA46,10,1421.0,3587.0677535517952,1,1421.0,1421.0,1421.0,1421.0,1421.0,1421.0,1421.0,1421.0,1421.0,1421.0,1421.0,33.0,482.3190402526698,2,12.0,12.0,21.0,12.0,12.0,12.0,16.5,21.0,21.0,21.0,21.0,920
2464,2464,606.0,0.0,100.0,FRA,2020-02-24,FRA46,81FRA,-0.2016580270237063,0.0845392704222097,-0.4298407926606197,0.2907481467349984,-0.5199329456586458,0.3682806592775901,-0.0740191683910783,FRA46,10,1313.0,3774.783157623736,1,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,102.0,1017.6828219049108,3,12.0,12.0,49.0,12.0,12.0,41.0,41.0,41.0,49.0,49.0,49.0,920
2465,2465,604.0,0.0,100.0,FRA,2020-02-24,FRA46,81FRA,-0.2032083545059224,0.0838355368147884,-0.4366030166598266,0.2938164177779687,-0.5281680352254176,0.3725775032436734,-0.0775848643733079,FRA46,10,1313.0,3774.783157623736,1,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,1313.0,101.0,979.5527539715472,3,12.0,12.0,48.0,12.0,12.0,41.0,41.0,41.0,48.0,48.0,48.0,920
2466,2466,304.0,0.0,100.0,FRA,2020-10-31,FRA46,81FRA,-0.1407909183590042,0.0432496214074394,-0.4233905949084544,0.4374922249441385,-0.4742249153432455,0.5119658858908844,-0.0621388188576126,FRA46,10,1478.0,3418.02903521679,1,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,43.0,486.9527175539216,2,12.0,12.0,31.0,12.0,12.0,12.0,21.5,31.0,31.0,31.0,31.0,920
2467,2467,308.0,0.0,100.0,FRA,2021-06-21,FRA46,81FRA,-0.1521932883611487,0.072705158694407,-0.3912027995909172,0.4617922192159742,-0.4356193925512603,0.5355942745438227,-0.1224760928181588,FRA46,10,1477.0,3391.51467864361,1,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,1477.0,50.0,458.206001979704,2,12.0,12.0,38.0,12.0,12.0,12.0,25.0,38.0,38.0,38.0,38.0,920
2468,2468,290.0,0.0,100.0,FRA,2021-06-23,FRA46,81FRA,-0.1633232458992898,0.0765685494178583,-0.3944864595417289,0.4837789978151591,-0.4333137689077145,0.5549757177595633,-0.1324675094487901,FRA46,10,1495.0,3352.3954152124984,1,1495.0,1495.0,1495.0,1495.0,1495.0,1495.0,1495.0,1495.0,1495.0,1495.0,1495.0,48.0,414.9397395518175,2,12.0,12.0,36.0,12.0,12.0,12.0,24.0,36.0,36.0,36.0,36.0,920
2469,2469,560.0,0.0,100.0,FRA,2020-02-19,FRA46,81FRA,-0.1908012726780991,0.0980543377363997,-0.4066381540972627,0.2813677506077068,-0.4848162618456695,0.3444810041315062,-0.083101617307726,FRA46,10,1338.0,3647.619841537511,1,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,1338.0,42.0,500.4067714314082,2,13.0,13.0,29.0,13.0,13.0,13.0,21.0,29.0,29.0,29.0,29.0,920
2470,2470,342.0,0.0,100.0,FRA,2021-04-14,FRA46,81FRA,-0.2011466397795219,0.1047091730259181,-0.4195866870832871,0.3896355212048766,-0.4614787136687171,0.4469733927093617,-0.2349794187145232,FRA46,10,1466.0,3424.855555601375,1,1466.0,1466.0,1466.0,1466.0,1466.0,1466.0,1466.0,1466.0,1466.0,1466.0,1466.0,13.0,163.26445164744968,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,920
2471,2471,344.0,0.0,100.0,FRA,2021-04-14,FRA46,81FRA,-0.1994351532153942,0.1007568169865574,-0.4319536238315213,0.3984203709083201,-0.4769013512614873,0.4585392391759038,-0.2363926693251971,FRA46,10,1465.0,3436.5726994284305,1,1465.0,1465.0,1465.0,1465.0,1465.0,1465.0,1465.0,1465.0,1465.0,1465.0,1465.0,13.0,163.26445164744968,1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,920
2472,2472,405.0,0.0,100.0,FRA,2021-01-19,FRA46,81FRA,-0.1835312189552116,0.0608280206565152,-0.4611572371758241,0.3521362111989956,-0.5333551678051398,0.4268724334939319,-0.0794506140534441,FRA46,10,1400.0,3587.5955460303408,1,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,43.0,570.3499331001202,2,14.0,14.0,29.0,14.0,14.0,14.0,21.5,29.0,29.0,29.0,29.0,920
2473,2473,466.0,0.0,100.0,FRA,2021-02-21,FRA46,81FRA,-0.1192754285444051,-0.0086563572329307,-0.4311896551477403,0.306187013226709,-0.5402756696260704,0.4156543719357606,0.0149625311226042,FRA46,10,1311.0,3738.232319750037,2,325.0,325.0,986.0,325.0,325.0,325.0,655.5,986.0,986.0,986.0,986.0,171.0,1362.7128598946802,2,14.0,14.0,157.0,14.0,14.0,14.0,85.5,157.0,157.0,157.0,157.0,920
2474,2474,308.0,0.0,100.0,FRA,2021-06-21,FRA46,81FRA,-0.1500057421255739,0.0696878785059039,-0.3953943881217993,0.4655035046493773,-0.4411027323320245,0.5408277310662825,-0.1193091835383117,FRA46,10,1476.0,3389.7330305032024,1,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,1476.0,56.0,462.1858414422017,2,14.0,14.0,42.0,14.0,14.0,14.0,28.0,42.0,42.0,42.0,42.0,920
2475,2475,561.0,0.0,100.0,FRA,2020-03-20,FRA46,81FRA,-0.1626075772849919,0.0500369071741186,-0.3751654391255043,0.2741807342815388,-0.4555459908964144,0.358724585897803,0.0070739778773415,FRA46,10,1323.0,3691.704850311592,1,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,106.0,1006.0223213499188,3,15.0,15.0,49.0,15.0,15.0,42.0,42.0,42.0,49.0,49.0,49.0,920
2476,2476,554.0,0.0,100.0,FRA,2020-03-20,FRA46,81FRA,-0.1617838386390124,0.0458716393726236,-0.382397359946479,0.2781829901608823,-0.4651210093365596,0.3652348785998446,0.0011373124487737,FRA46,10,1323.0,3691.704850311592,1,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,1323.0,109.0,1034.3575982943078,3,15.0,15.0,52.0,15.0,15.0,42.0,42.0,42.0,52.0,52.0,52.0,920
2477,2477,280.0,0.0,100.0,FRA,2020-06-23,FRA46,81FRA,-0.1731577760248357,0.0682204751380113,-0.3986255520624303,0.4505697871515124,-0.4351648546582569,0.5149177477355539,-0.1530305240086556,FRA46,10,1505.0,3295.832648594379,1,1505.0,1505.0,1505.0,1505.0,1505.0,1505.0,1505.0,1505.0,1505.0,1505.0,1505.0,33.0,336.1896371458075,2,15.0,15.0,18.0,15.0,15.0,15.0,16.5,18.0,18.0,18.0,18.0,920
2478,2478,419.0,0.0,100.0,FRA,2021-03-25,FRA46,81FRA,-0.2096326169227913,0.1023854611152251,-0.4392579741323993,0.3376318225596466,-0.4987156413538419,0.3988764177692722,-0.1748784189115379,FRA46,10,1401.0,3576.246861927846,1,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,15.0,183.26669431045275,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,920
2479,2479,472.0,0.0,100.0,FRA,2021-02-21,FRA46,81FRA,-0.123205006386266,-0.0082832223150657,-0.4313645677752465,0.3057257299342673,-0.5405535636039006,0.4160694909744256,0.0124384809181113,FRA46,10,1309.0,3737.102588841456,2,325.0,325.0,984.0,325.0,325.0,325.0,654.5,984.0,984.0,984.0,984.0,173.0,1371.8938353777976,2,16.0,16.0,157.0,16.0,16.0,16.0,86.5,157.0,157.0,157.0,157.0,920
2480,2480,274.0,0.0,100.0,FRA,2020-06-11,FRA46,81FRA,-0.1275816995332842,0.0684415847785029,-0.3542142448798453,0.457106791971905,-0.3899698745656293,0.5216542048345437,-0.1199040053841665,FRA46,10,1504.0,3202.928205670627,1,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,1504.0,49.0,431.6763024975706,2,17.0,17.0,32.0,17.0,17.0,17.0,24.5,32.0,32.0,32.0,32.0,920
2481,2481,406.0,0.0,100.0,FRA,2021-01-19,FRA46,81FRA,-0.1790402227061978,0.0583500603905898,-0.4535268128078087,0.3488303480985221,-0.5265623384919248,0.4251830708394851,-0.0734987181999611,FRA46,10,1394.0,3612.417777622418,1,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0,1394.0,46.0,620.9350620987309,2,17.0,17.0,29.0,17.0,17.0,17.0,23.0,29.0,29.0,29.0,29.0,920
2482,2482,279.0,0.0,100.0,FRA,2020-06-08,FRA46,81FRA,-0.1448808662073753,0.0574248718050856,-0.3925632556835386,0.4756079403765265,-0.4338884836279494,0.5488371038737375,-0.1397514874992766,FRA46,10,1492.0,3308.174026844514,1,1492.0,1492.0,1492.0,1492.0,1492.0,1492.0,1492.0,1492.0,1492.0,1492.0,1492.0,54.0,488.2511577106154,2,18.0,18.0,36.0,18.0,18.0,18.0,27.0,36.0,36.0,36.0,36.0,920
2483,2483,609.0,0.0,100.0,FRA,2020-03-18,FRA46,81FRA,-0.1721686567715813,0.0315477609440454,-0.4044207081572884,0.2690201586343633,-0.5045543263096594,0.3715334899200315,-0.0387666250453322,FRA46,10,1278.0,3768.054503166587,2,305.0,305.0,973.0,305.0,305.0,305.0,639.0,973.0,973.0,973.0,973.0,171.0,1262.1990345017052,3,19.0,19.0,97.0,19.0,19.0,55.0,55.0,55.0,97.0,97.0,97.0,920
2484,2484,291.0,0.0,100.0,FRA,2020-06-28,FRA46,81FRA,-0.1947345416884296,0.0729705537047611,-0.397378274808962,0.4479249924954747,-0.431110673369752,0.5121057721988688,-0.1767740528684086,FRA46,10,1502.0,3291.321854068296,1,1502.0,1502.0,1502.0,1502.0,1502.0,1502.0,1502.0,1502.0,1502.0,1502.0,1502.0,56.0,436.51704157591536,2,19.0,19.0,37.0,19.0,19.0,19.0,28.0,37.0,37.0,37.0,37.0,920
2485,2485,304.0,0.0,100.0,FRA,2020-10-31,FRA46,81FRA,-0.1390167933964188,0.0403407310752717,-0.42488746534546,0.4394032144698768,-0.4763516582330916,0.5147738601266799,-0.0719993287345207,FRA46,10,1478.0,3418.02903521679,1,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,1478.0,53.0,521.8243166678675,2,19.0,19.0,34.0,19.0,19.0,19.0,26.5,34.0,34.0,34.0,34.0,920
2486,2486,596.0,0.0,100.0,FRA,2020-02-22,FRA46,81FRA,-0.1824879822409372,0.0804961696766716,-0.4194200486989274,0.2930392747212581,-0.5099592236013789,0.369573400379711,-0.0643088835684249,FRA46,10,1324.0,3649.9730685845498,1,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,1324.0,136.0,1016.65007200378,3,21.0,21.0,76.0,21.0,21.0,39.0,39.0,39.0,76.0,76.0,76.0,920
2487,2487,416.0,0.0,100.0,FRA,2021-03-25,FRA46,81FRA,-0.2091948226684469,0.101209322058006,-0.4455542820319551,0.3413049684350374,-0.5062291121037792,0.4031941821042145,-0.1521718545503673,FRA46,10,1404.0,3576.0491864421297,1,1404.0,1404.0,1404.0,1404.0,1404.0,1404.0,1404.0,1404.0,1404.0,1404.0,1404.0,21.0,233.8263521379017,1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,920
2488,2488,290.0,0.0,100.0,FRA,2021-06-18,FRA46,81FRA,-0.1461566878137656,0.0859691333901119,-0.362236612645758,0.4271468086930723,-0.3992701533355113,0.4869989859962058,-0.1418144519357912,FRA46,10,1494.0,3371.9431472925103,1,1494.0,1494.0,1494.0,1494.0,1494.0,1494.0,1494.0,1494.0,1494.0,1494.0,1494.0,56.0,467.0515406672697,2,21.0,21.0,35.0,21.0,21.0,21.0,28.0,35.0,35.0,35.0,35.0,920
2489,2489,575.0,49.0,100.0,FRA,2020-02-04,FRA26,83FRA,-0.0962257609185485,0.038129513547653,-0.2622516588500536,0.2195333118125063,-0.4261105803811879,0.3967082118380838,0.0033836698856067,FRA26,10,577.0,2812.564040584449,3,56.0,56.0,442.0,56.0,56.0,79.0,79.0,79.0,442.0,442.0,442.0,333.0,1381.6071109345469,1,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,333.0,720
2490,2490,569.0,52.0,100.0,FRA,2020-02-04,FRA26,83FRA,-0.1064225260051865,0.0397658486479174,-0.2894500637501731,0.2315829466339846,-0.4671270971931886,0.4140575289751588,-0.0017162924060577,FRA26,10,583.0,2873.596421442696,4,1.0,1.0,446.0,1.0,56.0,56.0,68.0,80.0,80.0,446.0,446.0,319.0,1353.3405389939014,1,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,319.0,720
2491,2491,557.0,0.0,100.0,FRA,2020-02-19,FRA26,83FRA,-0.1938040065861263,0.089637001324975,-0.342389100662021,0.2338644395610437,-0.4768716641431278,0.3628859521745811,-0.1268177097855533,FRA26,10,602.0,3102.061988935815,3,60.0,60.0,441.0,60.0,60.0,101.0,101.0,101.0,441.0,441.0,441.0,41.0,302.99580532310443,1,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,720
2492,2492,593.0,0.0,100.0,FRA,2020-03-18,FRA26,83FRA,-0.1790885143024786,0.0452764298463394,-0.345348546765706,0.2204617961526526,-0.5193347600875516,0.40036092166339,-0.1089784125787829,FRA26,10,564.0,2808.877070154629,3,41.0,41.0,446.0,41.0,41.0,77.0,77.0,77.0,446.0,446.0,446.0,206.0,1396.9641276341683,2,77.0,77.0,129.0,77.0,77.0,77.0,103.0,129.0,129.0,129.0,129.0,720
2493,2493,590.0,67.0,100.0,FRA,2020-03-30,FRA26,83FRA,-0.1828961111003489,0.1198063049575818,-0.2585306375550671,0.2230498268949739,-0.3160501410876543,0.3028986099948504,-0.080696995606669,FRA26,10,665.0,3128.4063529610794,3,72.0,72.0,472.0,72.0,72.0,121.0,121.0,121.0,472.0,472.0,472.0,27.0,226.4230082624335,1,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,720
2494,2494,476.0,0.0,100.0,FRA,2020-05-04,FRA26,83FRA,-0.1550062272573366,0.0866432849610776,-0.3415633102683333,0.4217390931391021,-0.4651417818773724,0.6423339782833017,-0.1397245253847898,FRA26,10,676.0,3128.551504391401,5,1.0,1.0,501.0,1.5,2.0,33.0,64.0,86.0,108.0,304.5,501.0,50.0,325.8895568164572,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,720
2495,2495,477.0,0.0,100.0,FRA,2020-05-04,FRA26,83FRA,-0.1539611150489578,0.0851250294042526,-0.3449121122036157,0.4237790851249078,-0.4720306014996899,0.6465992896615008,-0.1378874940118535,FRA26,10,676.0,3174.5746643230564,5,1.0,1.0,501.0,2.0,3.0,33.0,63.0,85.5,108.0,304.5,501.0,56.0,364.6617535251951,1,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,720
2496,2496,476.0,0.0,100.0,FRA,2020-05-07,FRA26,83FRA,-0.1308456018526642,0.0949314262589965,-0.2995991612751355,0.3920843235152983,-0.4105963842058048,0.5858670460311346,-0.1058716717015521,FRA26,10,677.0,3007.8902561708896,3,63.0,63.0,505.0,63.0,63.0,109.0,109.0,109.0,505.0,505.0,505.0,29.0,287.18831591943416,1,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,720
2497,2497,485.0,0.0,100.0,FRA,2020-05-22,FRA26,83FRA,-0.1598258294118729,0.0752359857924561,-0.3321712646727709,0.410105945753211,-0.4494889489994104,0.6381992729620085,-0.1202267604305972,FRA26,10,665.0,3126.313395562465,4,1.0,1.0,468.0,1.0,78.0,78.0,98.0,118.0,118.0,468.0,468.0,47.0,376.60178108723926,1,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,720
2498,2498,440.0,11.0,100.0,FRA,2020-05-27,FRA26,83FRA,-0.1606574112798438,0.082930676093332,-0.3169055480044556,0.3991591894270794,-0.4040934536365694,0.5770724475444771,-0.1408036991531213,FRA26,10,715.0,2932.0031650007336,2,102.0,102.0,613.0,102.0,102.0,102.0,357.5,613.0,613.0,613.0,613.0,31.0,234.0865441216367,1,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,720
2499,2499,488.0,0.0,100.0,FRA,2020-06-01,FRA26,83FRA,-0.1530673549574717,0.0780729076212879,-0.3297798296531091,0.4115335872700445,-0.4509129871772273,0.6414824864731349,-0.1227354305047038,FRA26,10,662.0,3122.934328257219,4,1.0,1.0,453.0,1.0,81.0,81.0,104.0,127.0,127.0,453.0,453.0,71.0,389.551694211665,1,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,720
2500,2500,475.0,0.0,100.0,FRA,2020-06-03,FRA26,83FRA,-0.1418956351192146,0.0703917027415983,-0.3266386942703855,0.3979962393069153,-0.4590185969189281,0.6313120679953035,-0.128235259665301,FRA26,10,650.0,3048.090527681456,3,64.0,64.0,468.0,64.0,64.0,118.0,118.0,118.0,468.0,468.0,468.0,105.0,480.7262647092,1,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,720
2501,2501,465.0,24.0,100.0,FRA,2020-06-06,FRA26,83FRA,-0.1220012758743735,0.0744414508446364,-0.3259411486539597,0.4248875165617496,-0.4577694102373335,0.6519020123675383,-0.1200493476091971,FRA26,10,678.0,3013.308443582248,3,61.0,61.0,509.0,61.0,61.0,108.0,108.0,108.0,509.0,509.0,509.0,171.0,915.8187953916006,1,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,720
2502,2502,475.0,0.0,100.0,FRA,2020-06-08,FRA26,83FRA,-0.158623567478622,0.0876579571476135,-0.3337846762730244,0.4220291415967858,-0.450487239732562,0.6444286381055558,-0.1169604168579365,FRA26,10,671.0,3254.156926323166,4,1.0,1.0,470.0,1.0,74.0,74.0,100.0,126.0,126.0,470.0,470.0,58.0,362.1044851203768,1,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,720
2503,2503,480.0,0.0,100.0,FRA,2020-06-21,FRA26,83FRA,-0.1591837533374866,0.0875532114749527,-0.3320884431847718,0.4083628817790857,-0.4458522873033291,0.6218468726974447,-0.1233085946272106,FRA26,10,672.0,3207.8234165955587,3,89.0,89.0,448.0,89.0,89.0,135.0,135.0,135.0,448.0,448.0,448.0,38.0,314.4946855432524,1,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,720
2504,2504,481.0,0.0,100.0,FRA,2020-06-21,FRA26,83FRA,-0.1597100061801253,0.0879106564619785,-0.3329897877622536,0.4085615946298506,-0.4466350043606441,0.6214706906055956,-0.1237617179868074,FRA26,10,673.0,3241.9675502045343,3,90.0,90.0,448.0,90.0,90.0,135.0,135.0,135.0,448.0,448.0,448.0,39.0,302.3747675655069,1,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,720
